0.09719886811	0.08231932087
0.1609173135	0.143580577
0.2075964206	0.2018940347
0.2424558304	0.2642670749
0.2617772905	0.3199618726
0.2728455888	0.3742583475
0.2788386867	0.4247271734
0.282831279	0.4826955401
0.2850302146	0.5346078298
0.2864896725	0.5801135891
0.2877018192	0.6321621549
0.2886962295	0.6809447787
0.2895500864	0.7232093183
0.2903546729	0.7687233876
0.2911212981	0.8142275728
0.2918133415	0.8532140083
0.2924658033	0.8921959962
0.2931225378	0.9376595353
0.2937653731	0.9766139715
0.2943568319	1.012278673
0.2949357266	1.051219436
0.2955105797	1.090144899
0.2960276597	1.122581746
0.2965546329	1.158254871
0.2970641665	1.193921893
0.297527993	1.226343331
0.2979740201	1.258757214
0.298411304	1.291157876
0.2988690594	1.323552635
0.2992886123	1.352696818
0.299648039	1.378607014
0.3000377996	1.410979171
0.3003666482	1.433638539
0.300677629	1.456298923
0.300992439	1.482195964
0.3013024555	1.508083244
0.3016333546	1.537202996
0.301909416	1.556613088
0.3021800362	1.579256338
0.3024660822	1.605122896
0.3027339397	1.627719459
0.302950891	1.643888793
0.3031696877	1.663286808
0.3033825508	1.682683576
0.3035764977	1.698845707
0.3037663093	1.715008116
0.3039455665	1.73116615
0.3040920796	1.744092442
0.3042329556	1.757020974
0.3043997068	1.77317807
0.3045642606	1.789331431
0.3047410805	1.808713376
0.3049056295	1.824868126
0.3050851537	1.844249771
0.3052218369	1.857169995
0.3053514302	1.870086809
0.3054612437	1.879775374
0.3055798502	1.892687106
0.3057019652	1.905603034
0.3058439226	1.921744804
0.3059491211	1.931428032
0.3060469715	1.941114227
0.306174299	1.954025818
0.3062383156	1.96047857
0.3062996629	1.96693576
0.3063299739	1.973399179
0.3063550126	1.97986321
0.306386746	1.989559268
0.3064126828	1.999252239
0.3064366621	2.008947759
0.3064530852	2.015414839
0.3064657664	2.021879235
0.3064780943	2.028343668
0.3064909653	2.495304444
0.4017383596	2.729856005
0.5091690056	2.874784745
0.616841486	2.98499646
0.7214518855	3.07504382
0.8225352812	3.155667644
0.9113897336	3.230222472
0.9844347539	3.303764869
1.03960934	3.375677375
1.082493147	3.44438581
1.122313748	3.512929508
1.161699916	3.578523266
1.204217618	3.642550788
1.244634102	3.696801587
1.286343915	3.746553156
1.331209159	3.794141743
1.379148781	3.83927515
1.429983732	3.881728292
1.480774929	3.919451451
1.536702013	3.956145875
1.594917257	3.989821098
1.652150408	4.019152339
1.720504084	4.049205732
1.784274932	4.07317572
1.859329892	4.096303627
1.932489704	4.114400753
2.010146513	4.128901477
2.095565085	4.139694028
2.178236082	4.145611641
2.264705317	4.147070365
2.354728989	4.143818929
2.448027142	4.135668282
2.575563567	4.093698729
2.700087032	4.0572172
2.824265303	4.019583656
2.957326328	3.977079481
3.080781533	3.937225778
3.206965293	3.895002262
3.332764665	3.851678317
3.450847491	3.810909354
3.558098175	3.774120793
3.656635	3.740259148
3.749325926	3.708244863
3.833342477	3.679246333
3.91435501	3.650964802
3.9895495	3.624636134
4.058979902	3.60035201
4.122630856	3.578106048
4.174826886	3.560180988
4.229754607	3.540834694
4.273260603	3.525909338
4.313836233	3.511898903
4.351500059	3.498869825
4.389107356	3.485681909
4.420975614	3.474647023
4.449922388	3.464558748
4.478854093	3.454405523
4.507765199	3.444181951
4.536645711	3.433887873
4.562641399	3.424634373
4.580023745	3.418603853
4.597392717	3.412529705
4.614744105	3.406405872
4.629203929	3.401310736
4.643651937	3.396180372
4.660951124	3.389941612
4.672498372	3.385804461
4.68404429	3.381649718
4.695578772	3.377481506
4.701363671	3.375443903
4.707146084	3.373400819
4.712924024	3.371344093
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
